"TaxAssessedValue","SqFtTotLiving","ZipCode"
329000,2320,"98042"
346000,2220,"98058"
317000,2290,"98042"
214000,1120,"98058"
205000,790,"98042"
390000,2160,"98042"
425000,1830,"98038"
209000,1580,"98118"
223000,1860,"98178"
214000,2010,"98118"
222000,2180,"98178"
239000,2040,"98178"
253000,2250,"98118"
291000,1400,"98059"
272000,1630,"98059"
394000,2340,"98059"
272000,1530,"98059"
238000,1880,"98059"
598000,3170,"98059"
763000,3750,NA
781000,3970,NA
538000,1640,"98027"
301000,1260,"98027"
630146,3000,"98027"
257000,860,"98125"
272000,1280,"98125"
259000,1040,"98125"
271000,940,"98125"
595000,2650,"98125"
359000,1820,"98125"
385000,1960,"98125"
210000,1610,"98168"
366000,2290,"98028"
171000,1120,"98022"
231000,1690,"98022"
239000,1570,"98022"
263000,1960,"98022"
298000,2030,"98022"
258000,1890,"98022"
377000,1900,"98028"
467000,2570,"98028"
393000,2080,"98028"
391000,1830,"98177"
301000,1550,"98177"
286000,900,"98177"
310000,2280,"98045"
516000,3300,"98028"
483000,2870,"98028"
379000,2600,"98177"
443000,2260,"98177"
293000,1140,"98177"
287000,1380,"98177"
296000,2150,"98177"
200000,670,"98177"
388000,2630,"98177"
427000,2380,"98177"
310000,820,"98177"
584000,3230,"98177"
438000,1930,"98177"
424000,1830,"98177"
482000,2690,"98177"
664000,3040,NA
382000,1860,"98028"
417000,2950,"98028"
532000,2330,"98028"
532000,840,"98028"
320000,2050,"98028"
419000,2250,"98028"
429000,2060,"98028"
422000,2190,"98028"
491000,2020,"98072"
458000,2200,"98072"
158000,1080,"98178"
164000,700,"98118"
170000,700,"98118"
306000,1300,"98177"
327000,1840,"98133"
312000,1250,"98133"
224000,1050,"98155"
310000,1800,"98155"
203000,700,"98155"
222000,700,"98155"
223000,930,"98155"
354000,1580,"98133"
307000,1180,"98133"
261000,870,"98133"
363000,1600,"98133"
140000,690,"98056"
164000,1010,"98056"
179000,1380,"98056"
140000,670,"98056"
160000,890,"98056"
469000,1630,"98022"
598000,3130,"98022"
272000,2200,"98022"
302000,2680,"98022"
485000,2580,"98115"
482000,2820,"98115"
163000,1250,"98168"
191000,1260,"98168"
207000,1760,"98148"
523000,1680,"98116"
832000,3180,"98116"
708000,2600,"98116"
357000,940,"98116"
590000,2160,"98116"
593000,3190,"98116"
488000,1750,"98116"
492000,1280,"98116"
587000,2020,"98116"
884000,3200,"98116"
961000,3400,"98116"
472000,2240,"98116"
548000,1450,"98116"
433000,830,"98116"
983000,990,"98116"
1257000,3060,"98116"
629000,1840,"98116"
631000,2170,NA
1440000,5030,"98136"
212000,1310,"98027"
429000,590,"98045"
343000,2160,"98045"
198000,960,"98045"
544000,1860,"98116"
464000,1140,"98116"
520000,2030,"98116"
910000,3310,"98007"
526000,2060,"98005"
1120000,4460,"98115"
681000,3180,"98052"
726000,3390,"98052"
583000,2170,"98033"
749000,2260,"98033"
468000,2370,"98014"
393000,2060,"98155"
419000,2700,"98155"
451000,1900,"98155"
557000,3060,"98155"
588000,4700,"98155"
616000,3900,"98155"
326000,1360,"98072"
649000,2990,"98077"
879000,4320,"98077"
422000,2150,"98177"
282000,1100,"98177"
686000,2550,"98177"
660000,2740,"98177"
357000,1380,"98177"
438000,2420,"98177"
644000,2780,"98177"
362000,1440,"98177"
634000,2600,"98177"
592000,2890,NA
398000,2090,"98028"
664000,2430,"98072"
503000,2270,"98072"
826000,3680,"98072"
461000,1550,"98072"
658000,3120,"98072"
551000,2280,"98072"
935000,4310,"98072"
169000,1000,"98188"
285000,2280,"98188"
208000,1350,"98188"
497000,3950,"98188"
174000,960,"98188"
347000,2360,"98188"
470000,1540,"98072"
833000,4030,NA
393000,1540,"98072"
808000,3710,"98072"
454000,2250,"98072"
447000,1750,"98072"
523000,3070,"98072"
579000,2450,"98077"
225000,900,"98133"
476000,2330,"98125"
222000,2280,"98168"
151000,720,"98168"
143000,930,"98168"
399000,1670,"98116"
493000,1520,"98116"
730000,2460,"98116"
621000,2110,"98116"
406000,1010,"98116"
469000,1750,"98116"
1341000,3640,"98116"
542000,1820,"98116"
740000,2160,"98116"
618000,1560,"98116"
618000,550,"98116"
528000,3800,"98028"
1116000,1390,"98074"
331000,1440,"98019"
461000,1830,"98116"
465000,2760,"98177"
230000,1308,"98070"
209000,530,"98070"
365000,1830,"98006"
330000,1180,"98103"
281000,830,"98070"
1009000,3440,"98072"
392000,1420,"98007"
460000,2140,"98007"
473000,1900,"98007"
166000,920,"98168"
131000,730,"98168"
158000,1410,"98168"
154000,1010,"98168"
161000,1330,"98168"
179000,1280,"98168"
181000,1630,"98168"
309000,4290,"98168"
192000,1150,"98168"
204000,1300,"98168"
338000,1360,"98144"
341000,940,"98144"
231000,1100,"98144"
483000,2100,NA
353000,1690,"98144"
288000,1240,"98144"
312000,1270,"98144"
526000,1630,NA
408000,1880,"98144"
581000,1380,"98144"
1243000,3970,"98144"
709000,2790,"98144"
640000,1710,"98144"
751000,2100,"98144"
1241000,3160,NA
708000,2660,"98144"
2099000,3990,"98144"
667000,1760,"98144"
995000,2490,"98144"
1042000,3120,"98144"
774000,2950,"98144"
1309000,4450,"98144"
618000,2080,"98144"
673000,2590,"98144"
256000,1380,"98188"
222000,1940,"98188"
379000,2800,"98188"
306000,2490,"98188"
470000,2380,"98188"
209000,1750,"98188"
191000,1710,"98198"
182000,1260,"98168"
298000,1950,"98166"
252000,1230,"98166"
239000,1380,"98166"
327000,2370,"98166"
284000,1740,"98166"
192000,1250,"98148"
205000,1820,"98023"
213000,1370,"98023"
1358000,3165,NA
777000,1540,"98004"
681000,1260,"98004"
620000,1460,"98004"
659000,1500,"98004"
432000,2560,"98034"
275000,1840,"98003"
276000,1860,"98003"
152000,700,"98056"
147000,700,"98056"
170000,1110,"98056"
156000,960,"98056"
140000,700,"98056"
190000,2050,"98003"
698000,2470,"98033"
683000,2440,"98033"
558000,1820,"98033"
512000,1720,"98033"
692000,2190,"98033"
1187000,3990,"98033"
424000,1600,"98074"
809000,3140,NA
911000,4250,"98074"
449000,1780,"98074"
511000,2230,"98074"
369000,1510,"98074"
884000,4110,"98074"
548000,2890,"98074"
347000,1330,"98074"
484000,3220,"98033"
392000,1490,"98033"
748000,3310,"98033"
575000,3120,"98077"
672000,2670,"98077"
614000,4330,"98077"
649000,3470,"98077"
1265000,4485,NA
1105000,3020,"98115"
1067000,2350,"98115"
1081000,3110,"98115"
1063000,2530,"98115"
828000,3190,"98115"
1042000,2430,"98115"
668000,2720,"98034"
668000,1050,"98034"
528000,2330,"98034"
1032000,3480,"98034"
361000,1420,"98070"
205000,810,"98108"
577000,2690,"98052"
294000,920,"98052"
331000,1300,"98052"
277000,870,"98052"
399000,1260,"98122"
826000,2300,"98122"
410000,2520,"98155"
379000,2310,"98053"
527000,2440,"98053"
605000,2750,"98014"
542000,2420,"98014"
212000,610,"98053"
315000,1600,"98053"
274000,1390,"98053"
402000,2010,"98024"
537000,1930,"98024"
558000,1940,"98105"
461000,960,"98033"
628000,2180,"98033"
717000,2280,"98033"
532000,2670,"98033"
387000,2330,"98053"
526000,2020,"98053"
608000,2420,"98053"
941000,4400,"98014"
291000,1390,NA
345000,930,"98136"
353000,1310,"98136"
326000,1220,NA
365000,1660,"98136"
392000,1310,"98136"
219000,1520,"98168"
164000,1110,"98168"
303000,2210,"98168"
209000,1570,"98168"
NA,1192,"98122"
244000,1976,"98002"
252000,1980,"98002"
516000,3500,"98166"
290000,2120,"98178"
153000,600,"98168"
281000,2250,"98108"
288000,720,"98055"
288000,1400,"98055"
264000,1860,"98118"
355000,2180,NA
213000,1540,"98118"
197000,1070,"98118"
196000,960,"98118"
467000,1520,NA
336000,1610,"98122"
553000,3020,"98122"
434000,1280,NA
440000,1450,"98115"
392000,990,"98116"
440000,1920,"98033"
741000,3280,"98033"
378000,1400,"98033"
311000,1320,"98033"
662000,2610,"98033"
548000,2400,"98033"
386000,1310,"98033"
655000,3050,"98033"
465000,1820,"98033"
773000,2410,"98005"
1161000,3650,"98005"
1161000,1010,"98005"
770000,3480,"98005"
1032000,3580,"98052"
946000,1880,"98053"
946000,4770,"98053"
640000,1550,"98033"
1261000,3320,"98033"
546000,780,"98033"
580000,1230,"98033"
609000,1260,"98033"
544000,1730,"98033"
855000,2760,"98033"
565000,1720,"98033"
589000,1750,"98116"
454000,1590,"98116"
487000,1630,"98144"
303000,1500,"98133"
276000,1770,"98042"
276000,1770,"98042"
370000,1760,"98133"
368000,1680,"98133"
138000,1060,"98022"
376000,1840,"98133"
198000,950,"98168"
246000,1420,"98178"
254000,1720,"98178"
186000,1010,"98178"
153000,840,"98178"
278000,2330,NA
357000,2470,"98178"
304000,1490,"98178"
81000,1530,NA
175000,980,"98178"
145000,970,"98178"
175000,1120,"98178"
244000,1760,"98178"
247000,2800,"98178"
634000,2090,"98007"
586000,1720,"98007"
481000,3010,"98006"
411000,1710,"98136"
2362000,4600,"98136"
357000,2020,"98136"
234000,830,NA
332000,1180,"98126"
386000,2200,"98126"
448000,2280,"98126"
554000,2380,"98199"
247000,960,"98027"
747000,3530,"98052"
566000,3040,"98052"
209000,1826,"98047"
197000,1350,"98001"
563000,2340,"98107"
229000,1390,"98022"
242000,920,"98011"
331000,1660,"98103"
347000,1330,"98103"
222000,1140,"98092"
289000,2230,"98030"
281000,1940,"98030"
720000,3410,"98011"
336000,2330,"98011"
170000,670,"98011"
376000,1570,"98011"
265000,1200,"98011"
487000,2220,"98077"
363000,1920,"98077"
447000,2030,"98077"
504000,2230,"98077"
267000,1150,"98019"
569000,2650,"98019"
319000,2220,"98031"
319000,2220,"98031"
310000,2120,NA
292000,2200,"98108"
740000,2420,"98133"
576000,1420,"98133"
272000,1070,NA
216000,1340,"98010"
191000,1780,"98010"
165000,920,"98010"
154000,1020,"98010"
130000,890,"98010"
179000,1300,"98010"
311000,1410,"98133"
257000,1690,"98042"
345000,1660,"98133"
402000,1190,"98107"
336000,1740,"98133"
306000,1370,NA
339000,1340,"98133"
236000,1580,"98178"
224000,1800,"98178"
144000,850,"98178"
136000,760,"98178"
152000,1090,"98178"
253000,1780,"98178"
276000,2200,NA
159000,990,"98178"
174000,1150,"98178"
124000,610,"98178"
176000,1450,"98178"
1003000,2380,"98040"
823000,2720,"98040"
478000,1690,"98040"
609000,2120,"98040"
803000,2350,"98040"
650000,1840,"98040"
354000,1140,"98116"
475000,1530,"98007"
482000,1530,"98007"
485000,1530,"98007"
481000,2950,"98034"
675000,2780,"98052"
635000,2360,"98052"
629000,2290,"98052"
722000,3010,"98052"
705000,2840,"98052"
716000,3140,"98052"
561000,2240,"98052"
564000,2250,"98052"
612000,2660,"98052"
642000,3010,"98052"
634000,2760,"98052"
142000,590,"98108"
178000,1100,"98108"
189000,1430,"98108"
225000,1520,NA
201000,1400,"98108"
117000,740,"98002"
204000,1260,"98002"
509000,2470,"98052"
764000,2600,"98040"
517000,1840,"98040"
640000,1820,"98040"
873000,3050,"98040"
851000,2910,"98040"
636000,2160,"98040"
823000,2110,"98040"
883000,3340,"98040"
299000,1800,"98056"
288000,1360,"98056"
438000,4330,"98068"
331000,2390,"98068"
361000,3500,"98068"
413000,3550,"98068"
315000,1690,"98045"
342000,1510,"98045"
314000,1460,"98045"
251000,1030,"98045"
275000,1950,"98058"
237000,1738,"98001"
237000,1756,"98001"
253000,1960,"98042"
436000,2130,"98052"
332000,1800,"98116"
901000,2530,"98033"
557000,1160,"98033"
534000,940,"98033"
534000,1000,"98033"
1166000,2950,"98033"
1114000,1170,"98033"
552000,1320,"98033"
796000,2700,"98033"
841000,2100,"98033"
672000,2570,"98033"
1143000,3330,"98033"
914000,2650,"98033"
1246000,3840,NA
946000,3800,"98033"
580000,1270,"98033"
565000,1540,"98033"
494000,920,"98033"
802000,2070,"98033"
1204000,2785,"98033"
1140000,3120,NA
811000,2070,"98033"
1115000,2990,"98033"
1868000,5020,"98033"
674000,2060,"98033"
696000,1660,NA
696000,1660,NA
696000,1520,NA
696000,1520,NA
246000,1740,"98168"
739000,3170,"98053"
796000,3710,"98053"
996000,5020,"98053"
652000,1490,"98004"
486000,1770,"98033"
605000,2680,"98033"
461000,1910,"98116"
493000,2650,"98116"
345000,1040,"98116"
399000,1300,"98116"
506000,2540,"98116"
275000,780,"98116"
409000,1230,"98116"
382000,930,"98116"
537000,2660,"98116"
363000,1060,"98116"
526000,2060,"98116"
470000,1730,"98116"
429000,1900,"98116"
480000,2880,NA
559000,3670,NA
208000,1300,"98059"
440000,2820,"98059"
609000,3510,NA
212000,1750,"98003"
477000,1570,"98103"
274000,2520,"98023"
237000,1600,"98042"
247000,1770,"98042"
270000,1830,"98092"
724000,2460,"98177"
631000,1700,"98177"
2352000,8800,"98014"
1402000,5584,"98014"
215000,1560,"98148"
206000,1510,"98148"
205000,1470,"98148"
198000,1220,"98148"
378000,2010,"98034"
678000,1630,"98033"
105000,500,"98106"
222000,1720,"98106"
793000,1860,"98004"
524000,2730,"98052"
410000,1470,"98052"
461000,2350,"98052"
387000,1590,"98052"
438000,1980,"98052"
454000,2190,"98052"
522000,2560,"98052"
454000,1920,"98052"
451000,2190,"98052"
222000,760,"98108"
224000,760,"98108"
683000,1650,"98040"
757000,3900,"98040"
655000,1970,"98040"
299000,1030,"98136"
479000,2070,"98136"
652000,1790,"98136"
806000,2580,"98136"
569000,2280,"98136"
331000,2050,"98126"
192000,750,"98126"
295000,1070,"98126"
317000,1180,"98126"
148000,1190,"98168"
672000,2100,"98040"
730000,1940,"98040"
753000,2010,"98040"
291000,1460,"98056"
298000,1520,"98056"
340000,2370,"98045"
330000,2510,"98068"
295000,2140,"98068"
279000,2050,"98068"
250000,1120,"98045"
266000,1200,"98045"
259000,1140,"98045"
254000,1970,"98042"
232000,1540,"98042"
407000,1870,"98052"
303000,670,"98116"
368000,900,"98116"
315000,940,"98116"
369000,2002,NA
385000,2249,NA
297000,1950,"98042"
281000,2290,"98148"
296000,2320,"98148"
293000,2280,"98148"
498000,1600,"98116"
423000,2440,"98070"
369000,1900,"98070"
284000,2417,"98030"
294000,2000,"98148"
424000,2440,"98028"
437000,2200,"98011"
484000,2680,"98011"
471000,2600,"98011"
513000,3100,"98011"
408000,1800,"98011"
488000,2660,"98011"
442000,1940,"98052"
508000,2760,"98052"
616000,2730,"98005"
674000,2290,"98005"
505000,1560,"98005"
123000,890,"98053"
454000,1530,"98053"
608000,1030,"98053"
608000,1450,"98053"
847000,3390,"98053"
699000,2580,"98053"
363000,1240,"98053"
809000,3780,"98075"
865000,4820,"98075"
796000,3780,"98075"
793000,3470,"98075"
808000,3830,"98075"
833000,3720,"98075"
824000,3830,"98075"
853000,4100,"98075"
821000,3730,"98075"
1316000,4730,NA
299000,1730,"98155"
299000,1730,"98155"
315000,1630,NA
348000,2280,NA
324000,1820,NA
253000,2480,"98003"
174000,1360,"98023"
154000,970,"98023"
177000,1430,"98023"
162000,970,"98023"
192000,1050,"98023"
172000,1360,"98023"
201000,1560,"98023"
200000,1400,"98023"
401000,2680,"98155"
452000,2670,"98155"
241000,1430,"98055"
359000,1250,"98122"
399000,1520,"98199"
389000,680,"98199"
389000,970,"98199"
316000,860,"98199"
924000,3500,"98006"
856000,3200,"98006"
871000,3140,"98006"
528000,2390,"98058"
535000,2450,"98115"
507000,1960,"98115"
585000,2260,"98115"
392000,1290,"98006"
385000,1490,"98006"
382000,1360,"98006"
505000,2440,"98006"
427000,2300,"98006"
256000,950,"98146"
222000,700,"98133"
263000,2190,"98178"
293000,2710,"98178"
1772000,2730,"98033"
1026000,1860,"98033"
450000,1860,"98033"
199000,2930,NA
567000,2210,"98033"
292000,940,"98033"
1628000,5560,"98033"
561000,1910,"98033"
3050000,6070,"98033"
2274000,2500,"98033"
309000,2380,"98042"
385000,1540,NA
311000,1240,"98144"
459000,1900,"98144"
320000,2000,"98144"
282000,1680,"98144"
321000,1690,"98144"
294000,1400,"98144"
308000,1320,"98144"
81000,2100,NA
1004000,3030,"98144"
961000,3110,"98144"
739000,2080,"98144"
485000,1440,"98144"
541000,3310,"98034"
427000,2020,"98034"
603000,1700,"98177"
677000,1850,"98177"
611000,2640,"98177"
599000,1760,"98177"
520000,1640,"98177"
486000,1540,"98177"
812000,2310,"98177"
721000,2810,"98177"
708000,3040,"98177"
1360000,4310,"98177"
985000,1640,"98177"
1225000,4500,"98177"
1051000,2840,"98177"
1002000,2580,"98177"
1233000,3320,"98177"
1002000,2780,"98177"
900000,2670,"98177"
1000000,2820,"98177"
933000,3200,"98177"
513000,2140,"98007"
263000,1310,"98059"
263000,1310,"98059"
204000,1430,"98168"
325000,4460,"98168"
268000,2260,"98168"
442000,2500,"98168"
217000,2030,"98168"
258000,1970,"98168"
280000,1680,"98168"
241000,1710,"98168"
282000,860,"98168"
282000,880,"98168"
282000,910,"98168"
232000,1240,"98168"
250000,1880,"98168"
162000,1410,"98188"
159000,1480,"98188"
47000,1320,"98188"
100000,960,"98188"
144000,800,"98188"
217000,1230,"98188"
288000,1980,"98188"
170000,1150,"98188"
1062000,3630,"98040"
1543000,5240,"98040"
1200000,3836,"98040"
673000,480,"98144"
542000,2060,"98144"
1593000,4340,"98144"
512000,970,"98144"
334000,3130,"98030"
237000,2500,"98032"
713000,2770,"98117"
369000,890,"98117"
462000,1010,"98115"
494000,1410,"98115"
520000,1770,"98103"
590000,1860,"98103"
595000,1660,"98103"
776000,2270,"98115"
689000,1540,"98103"
855000,1800,NA
470000,1000,"98103"
381000,1050,"98103"
478000,1100,"98103"
776000,2220,"98103"
497000,1630,"98033"
352000,1400,"98033"
163000,830,"98106"
169000,800,"98106"
736000,3160,"98053"
519000,2920,"98053"
407000,1580,"98053"
364000,1690,"98053"
531000,3540,"98053"
401000,1680,"98053"
682000,3320,"98053"
360000,1560,"98053"
355000,1530,"98053"
574000,2940,"98053"
638000,3130,"98014"
569000,2720,"98014"
622000,3130,"98014"
662000,3130,"98014"
264000,2040,"98118"
206000,1230,"98118"
225000,1330,"98118"
179000,660,"98118"
142387,900,"98118"
196000,1080,"98118"
253000,990,"98118"
167000,1220,"98118"
198000,920,"98118"
294000,2380,"98118"
313000,2540,"98148"
736000,2910,NA
487000,2690,"98011"
514000,2840,"98011"
493000,2710,"98011"
457000,2420,"98011"
459000,2340,"98011"
473000,2490,"98011"
456000,2350,"98011"
455000,2090,"98052"
887000,3820,NA
479000,2740,"98059"
634000,2220,"98005"
633000,2670,"98005"
527000,2110,"98005"
586000,2390,"98005"
464000,1310,"98005"
538000,1990,"98005"
707000,3040,NA
629000,3924,"98053"
826000,3390,"98053"
777000,2900,"98053"
472000,1690,"98053"
656000,3520,"98053"
1198000,2580,"98004"
1311000,2710,"98004"
1219000,2460,"98004"
1191000,2270,"98004"
283000,1930,"98042"
195000,1870,"98003"
202000,1700,"98003"
175000,1380,"98003"
200000,1420,"98003"
172000,1380,"98003"
337000,1860,"98028"
404000,1780,"98146"
349000,1780,"98146"
289000,960,"98146"
234000,1280,"98146"
401000,1550,"98034"
338000,1790,"98072"
358000,1970,"98072"
383000,1940,"98072"
392000,2140,"98072"
193000,1260,"98002"
303000,2580,NA
306000,2580,NA
337000,2740,"98038"
619000,2710,"98105"
663000,3270,"98105"
299000,1940,"98034"
267000,990,"98034"
168000,960,"98023"
185000,1300,"98023"
285000,1390,"98133"
376000,1980,"98028"
193000,1360,"98178"
233000,1420,"98178"
170000,1420,"98178"
178000,1590,"98178"
176000,1580,"98178"
209000,1790,"98178"
209000,1540,"98178"
217000,2040,"98178"
204000,1300,"98118"
155000,700,"98118"
337000,1740,"98133"
291000,1050,"98133"
306000,1320,"98133"
285000,1350,"98155"
233000,1160,"98155"
222000,700,"98155"
1016000,2690,"98040"
4704000,6210,"98040"
322000,1870,"98146"
315000,2100,"98059"
473000,4150,"98023"
545000,3850,"98023"
506000,4710,"98023"
523000,1580,"98109"
244000,2150,NA
249000,2580,NA
239000,2380,NA
533000,2360,"98116"
735000,2840,"98116"
733000,2550,"98116"
457000,1090,"98116"
395000,1810,"98126"
299000,1280,"98126"
491000,2340,"98126"
624000,3070,"98126"
401000,1580,"98126"
386000,1510,"98126"
334000,790,"98126"
387000,1600,"98126"
467000,2160,"98126"
366000,1070,"98116"
434000,1410,"98116"
490000,1720,"98116"
362000,1650,NA
477000,2400,"98144"
396000,700,"98119"
627000,1580,"98119"
715000,1590,"98119"
610000,1850,"98119"
568000,1960,"98119"
781000,2660,"98119"
527000,1720,"98119"
520000,1290,"98119"
601000,1580,"98119"
646000,1750,"98119"
497000,1070,"98119"
417000,980,"98119"
1290000,3010,"98119"
457000,1670,"98103"
402000,1800,"98103"
445000,1300,"98103"
431000,1300,"98103"
683000,2840,"98074"
668000,2720,"98074"
263000,1310,"98059"
263000,1310,"98059"
483000,1810,"98199"
541000,2060,"98199"
443000,1080,"98199"
470000,1830,"98199"
460000,1310,"98199"
238000,2030,"98198"
297000,1900,"98108"
297000,2260,"98108"
2202000,5260,"98004"
247000,1670,"98106"
274000,1720,"98106"
247000,1620,"98106"
256000,1610,"98106"
256000,1610,"98106"
61000,1280,NA
61000,1300,NA
344000,1140,"98118"
191000,1040,"98108"
542000,2220,"98105"
569000,1620,NA
155000,980,"98146"
350000,1220,"98070"
710000,2180,"98004"
693000,1470,"98070"
704000,1270,"98070"
574000,1612,"98070"
479000,3030,"98070"
297000,1452,"98070"
1090000,2910,"98070"
770000,3260,"98034"
859000,2760,"98034"
672000,3540,"98070"
220000,880,"98070"
206000,1450,"98042"
164000,1200,"98042"
182000,1200,"98042"
100000,676,NA
499000,1900,"98115"
367000,1610,"98144"
398000,2020,"98144"
404000,2140,"98144"
500000,1980,"98144"
323000,1420,"98144"
237000,1470,"98144"
357000,2160,"98144"
382000,1580,"98144"
164000,1020,"98146"
157000,1100,"98146"
349000,2030,"98059"
335000,1860,"98059"
335000,1860,"98059"
523000,2080,"98052"
621000,3250,"98052"
277000,2540,"98051"
468000,2690,"98051"
510000,890,"98115"
901000,3340,"98115"
247000,2180,"98003"
263000,1990,"98003"
264000,1850,"98003"
285000,2040,"98003"
229000,1740,"98003"
211000,1570,"98146"
205000,1780,"98146"
165000,1110,"98146"
215000,1770,"98146"
221000,1930,"98146"
204000,2500,"98146"
343000,3100,"98031"
434000,1510,"98177"
331000,2690,NA
100000,2420,NA
100000,2370,NA
249000,2060,NA
350000,2050,NA
350000,2050,NA
640000,2940,NA
499000,2960,"98019"
526000,3560,"98019"
323000,2090,"98019"
323000,2100,"98019"
309000,1570,"98019"
212000,2120,"98168"
198000,2110,"98168"
218000,2180,"98168"
175000,1930,"98168"
196000,1880,"98168"
406000,2360,"98177"
375000,1770,"98177"
399000,2250,"98177"
369000,2180,"98177"
375000,1990,"98177"
378000,2030,"98177"
390000,2290,"98177"
525000,1060,"98103"
222000,1550,"98030"
245000,610,"98027"
147000,850,"98146"
276000,2260,"98146"
215000,1340,"98146"
220000,1410,"98055"
292000,1990,NA
231000,1150,"98055"
226000,1370,"98055"
352000,3130,"98055"
293000,2270,"98055"
274000,530,"98055"
274000,970,"98055"
227000,1380,"98055"
475000,1770,"98122"
1085000,5270,"98075"
955000,4080,"98075"
1057000,4510,"98075"
982000,4330,"98075"
854000,4310,"98075"
820000,4460,"98075"
794000,3690,"98075"
744000,3140,"98075"
436000,1510,"98177"
735000,2840,NA
327000,1650,"98133"
301000,1510,"98133"
412000,1280,"98022"
412000,1820,"98022"
239000,1870,"98022"
230000,1820,"98022"
285000,2850,"98022"
210000,1180,"98022"
159000,940,"98022"
213000,1820,"98022"
157000,1200,"98022"
772000,3110,"98070"
186000,1600,"98055"
193000,1440,"98055"
171000,820,"98178"
305000,1680,"98059"
239000,1200,"98059"
394000,2590,"98059"
463000,2550,"98045"
617000,3100,"98045"
469000,1540,"98126"
1526000,4380,"98040"
551000,2340,"98070"
197000,1200,"98022"
178000,1060,"98022"
1324000,3340,"98004"
385000,3230,"98144"
304000,2080,"98058"
223000,1010,"98011"
298000,1870,"98056"
237000,990,"98056"
377000,2020,"98028"
379000,1100,"98116"
770000,1810,"98116"
385000,1670,"98103"
352000,730,"98103"
200000,1450,"98003"
189000,1580,"98003"
222000,1860,"98003"
310000,2600,"98022"
265000,1250,"98022"
129676,1930,"98022"
465000,2900,"98003"
397000,2160,"98003"
281000,1950,"98003"
192000,1950,"98003"
405000,1430,"98053"
253715,2080,"98053"
395000,1880,"98053"
794000,5000,"98053"
376000,1910,"98053"
561000,2750,"98053"
577000,3000,"98053"
569000,2840,"98014"
557000,2610,"98014"
584000,2340,"98014"
612000,3280,"98014"
684000,3460,"98014"
720000,3764,"98166"
407000,2120,"98166"
214000,1300,"98108"
348000,1940,"98108"
312000,2580,"98108"
190000,1130,"98168"
162000,970,"98168"
165000,1110,"98168"
160000,850,"98188"
374000,1830,"98144"
353000,2330,"98108"
304000,2140,"98108"
946000,3800,"98040"
765000,2450,"98006"
563000,4180,"98008"
1244000,5920,NA
550000,1880,"98006"
1406000,4400,"98006"
327000,1880,"98024"
358000,1610,"98024"
325000,1050,"98024"
596000,1660,NA
350000,920,NA
354000,820,NA
367000,1360,"98107"
615000,1690,"98103"
523000,2170,"98052"
300000,880,"98133"
361000,1370,"98133"
489000,2770,NA
286000,1140,"98028"
400000,2350,"98028"
470000,1830,"98072"
456000,2060,"98072"
1121000,4870,"98072"
594000,2190,"98072"
323000,1280,"98133"
289000,1180,"98133"
253000,890,"98133"
279000,840,"98133"
386000,2250,"98133"
259000,770,"98133"
243000,840,"98133"
236000,770,"98133"
305000,1550,"98133"
146000,740,"98056"
140000,670,"98056"
165000,700,"98056"
140000,730,"98056"
140000,700,"98056"
193000,1170,"98056"
165000,920,"98056"
140000,700,"98056"
174000,1350,"98056"
175000,1460,"98056"
218000,1480,"98056"
200000,1560,"98003"
174000,1070,"98003"
229000,1290,"98003"
167000,990,"98003"
774000,3560,"98075"
744000,3140,"98075"
349000,2280,NA
303000,1520,NA
172000,1360,"98023"
160000,970,"98023"
190000,1670,"98023"
201000,1560,"98023"
203000,2070,"98023"
200000,1470,"98023"
619000,1480,"98115"
196000,1360,"98003"
206000,1628,"98023"
209000,1320,"98023"
194000,1520,"98023"
184000,1320,"98023"
200000,1420,"98023"
215000,1720,"98023"
216000,1700,"98023"
194000,1280,"98023"
204000,1530,"98023"
219000,1820,"98023"
215000,1640,"98023"
218000,1350,"98023"
546000,1860,"98072"
696000,2870,"98072"
554000,2590,"98072"
789000,3260,"98072"
658000,2280,"98072"
379000,2420,"98019"
351000,1590,"98019"
319000,1640,"98019"
304000,2260,NA
323000,2471,NA
323000,2380,NA
291000,1900,"98058"
320000,2020,"98058"
291000,1880,"98058"
305000,1880,"98058"
299000,2360,"98058"
379000,2030,"98058"
312000,2540,"98058"
314000,2210,"98058"
281000,1760,"98058"
303000,1730,"98058"
303000,2070,"98058"
249000,1110,"98058"
297000,1950,"98058"
179000,1420,"98003"
266000,1240,"98003"
401000,4230,"98092"
354000,2540,"98092"
247000,1920,"98092"
312000,2040,"98092"
64000,280,"98070"
382000,1680,"98198"
377000,1980,"98198"
220000,1800,"98198"
244000,1650,"98198"
477000,3610,"98198"
208000,1150,"98031"
399000,3530,"98031"
294000,2420,"98031"
201000,1140,"98031"
220000,1320,"98031"
206000,1280,"98038"
244000,1980,"98038"
303000,1600,"98038"
375000,1550,"98038"
653000,3240,"98177"
376000,1200,"98177"
701000,2880,"98177"
337000,1020,"98126"
360000,960,"98126"
399000,1870,NA
380000,1550,"98136"
545000,1130,"98040"
835000,2970,"98040"
362000,1410,"98112"
454000,2650,"98133"
264000,1890,"98003"
653000,3040,"98072"
590000,2620,"98072"
687000,3290,"98072"
469000,2540,"98166"
404000,2200,"98166"
179000,950,"98178"
365000,1800,"98178"
370000,2280,"98108"
171000,1010,"98168"
